기준_년월_코드,기준_분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,총_직장_인구_수,남성_직장_인구_수,여성_직장_인구_수,연령대_10_직장_인구_수,연령대_20_직장_인구_수,연령대_30_직장_인구_수,연령대_40_직장_인구_수,연령대_50_직장_인구_수,연령대_60_이상_직장_인구_수,남성연령대_10_직장_인구_수,남성연령대_20_직장_인구_수,남성연령대_30_직장_인구_수,남성연령대_40_직장_인구_수,남성연령대_50_직장_인구_수,남성연령대_60_이상_직장_인구_수,여성연령대_10_직장_인구_수,여성연령대_20_직장_인구_수,여성연령대_30_직장_인구_수,여성연령대_40_직장_인구_수,여성연령대_50_직장_인구_수,여성연령대_60_이상_직장_인구_수
2021,1,R,전통시장,1001436,사러가시장,57,35,22,0,1,15,20,19,2,0,1,7,12,13,2,0,0,8,8,6,0
2021,1,R,전통시장,1001438,우리시장,6,5,1,0,1,0,1,3,1,0,0,0,1,3,1,0,1,0,0,0,0
2021,1,R,전통시장,1001439,대림중앙시장,42,29,13,3,10,10,11,3,5,2,8,6,8,1,4,1,2,4,3,2,1
2021,1,R,전통시장,1001440,노량진중앙시장,244,157,87,0,23,85,85,29,22,0,13,65,56,17,6,0,10,20,29,12,16
2021,1,R,전통시장,1001441,본동인정시장,59,41,18,0,6,10,12,15,16,0,4,7,9,8,13,0,2,3,3,7,3
2021,1,R,전통시장,1001442,신노량진시장,11,3,8,0,0,3,3,5,0,0,0,0,1,2,0,0,0,3,2,3,0
2021,1,R,전통시장,1001444,상도전통시장,239,104,135,0,33,60,53,58,35,0,12,23,23,24,22,0,21,37,30,34,13
2021,1,R,전통시장,1001445,영도시장,73,6,67,0,12,18,21,19,3,0,3,0,0,2,1,0,9,18,21,17,2
2021,1,R,전통시장,1001446,성대시장,141,55,86,0,13,25,36,47,20,0,3,10,13,17,12,0,10,15,23,30,8
2021,1,R,전통시장,1001447,상도4동도깨비골목시장,95,49,46,0,11,23,33,14,14,0,5,10,18,7,9,0,6,13,15,7,5
2021,1,R,전통시장,1001448,흑석시장,78,31,47,0,16,10,17,20,15,0,3,2,8,7,11,0,13,8,9,13,4
2021,1,R,전통시장,1001449,남성사계시장,136,59,77,0,21,34,44,21,16,0,3,17,20,7,12,0,18,17,24,14,4
2021,1,R,전통시장,1001450,남성역골목시장,467,268,199,1,36,33,39,47,311,1,12,20,22,16,197,0,24,13,17,31,114
2021,1,R,전통시장,1001451,사당시장,45,20,25,0,4,6,10,11,14,0,0,1,4,6,9,0,4,5,6,5,5
2021,1,R,전통시장,1001452,중부시장,102,40,62,1,5,10,22,39,25,0,2,3,7,16,12,1,3,7,15,23,13
2021,1,R,전통시장,1001453,낙성대시장,10,6,4,0,4,0,3,1,2,0,4,0,0,1,1,0,0,0,3,0,1
2021,1,R,전통시장,1001454,봉천제일종합시장,6,1,5,0,4,0,2,0,0,0,0,0,1,0,0,0,4,0,1,0,0
2021,1,R,전통시장,1001455,봉일시장,44,23,21,1,1,4,6,15,17,0,0,1,5,3,14,1,1,3,1,12,3
2021,1,R,전통시장,1001457,봉천중앙시장,154,42,112,0,17,13,29,46,49,0,5,7,14,14,2,0,12,6,15,32,47
2021,1,R,전통시장,1001458,인헌시장,122,46,76,0,20,27,37,24,14,0,3,9,14,12,8,0,17,18,23,12,6
2021,1,R,전통시장,1001459,신원시장,42,21,21,0,3,4,13,15,7,0,1,2,4,9,5,0,2,2,9,6,2
2021,1,R,전통시장,1001460,관악신사시장,120,63,57,0,17,20,27,37,19,0,5,10,16,20,12,0,12,10,11,17,7
2021,1,R,전통시장,1001462,강남골목시장,168,124,44,0,17,40,46,35,30,0,15,33,30,24,22,0,2,7,16,11,8
2021,1,R,전통시장,1001466,미성동도깨비시장,75,16,59,0,0,16,28,24,7,0,0,7,5,2,2,0,0,9,23,22,5
2021,1,R,전통시장,1001468,남부종합시장,85,63,22,0,2,8,25,35,15,0,1,8,16,24,14,0,1,0,9,11,1
2021,1,R,전통시장,1001469,양재시장,35,22,13,0,2,10,9,7,7,0,1,7,6,3,5,0,1,3,3,4,2
2021,1,R,전통시장,1001470,강남시장_강남,58,33,25,0,13,15,14,8,8,0,7,10,9,2,5,0,6,5,5,6,3
2021,1,R,전통시장,1001471,영동전통시장,242,95,147,0,21,60,67,58,36,0,7,19,22,24,23,0,14,41,45,34,13
2021,1,R,전통시장,1001472,논현종합시장,85,43,42,0,21,14,14,19,17,0,7,7,6,14,9,0,14,7,8,5,8
2021,1,R,전통시장,1001473,청담삼익시장,48,30,18,0,5,11,13,7,12,0,3,6,8,4,9,0,2,5,5,3,3
2021,1,R,전통시장,1001474,도곡시장,57,25,32,0,3,7,15,13,19,0,1,4,4,6,10,0,2,3,11,7,9
2021,1,R,전통시장,1001475,강남개포시장,138,84,54,0,15,20,34,37,32,0,4,5,20,31,24,0,11,15,14,6,8
2021,1,R,전통시장,1001476,풍납시장,51,20,31,0,7,3,10,22,9,0,4,2,2,7,5,0,3,1,8,15,4
2021,1,R,전통시장,1001477,마천시장,102,70,32,0,14,21,24,27,16,0,10,15,12,17,16,0,4,6,12,10,0
2021,1,R,전통시장,1001478,방이시장,3469,1526,1943,5,449,529,612,1126,748,4,159,335,346,371,311,1,290,194,266,755,437
2021,1,R,전통시장,1001479,석촌시장,286,99,187,0,31,57,96,57,45,0,9,12,32,20,26,0,22,45,64,37,19
2021,1,R,전통시장,1001480,새마을시장,208,122,86,0,35,31,56,53,33,0,17,15,37,39,14,0,18,16,19,14,19
2021,1,R,전통시장,1001481,명일골목시장,89,30,59,0,8,10,13,28,30,0,3,6,5,8,8,0,5,4,8,20,22
2021,1,R,전통시장,1001482,고덕전통시장,935,850,85,0,8,37,165,395,330,0,4,31,147,360,308,0,4,6,18,35,22
2021,1,R,전통시장,1001483,암사종합시장,95,53,42,0,8,18,33,20,16,0,4,9,18,10,12,0,4,9,15,10,4
2021,1,R,전통시장,1001484,양지골목시장,60,36,24,0,6,8,14,17,15,0,6,5,5,10,10,0,0,3,9,7,5
2021,1,R,전통시장,1001486,동서울시장,5,3,2,0,0,0,1,1,3,0,0,0,0,1,2,0,0,0,1,0,1
2021,1,R,전통시장,1001487,천호시장,35,19,16,0,4,10,6,7,8,0,2,3,4,3,7,0,2,7,2,4,1
2021,1,R,전통시장,1001488,성내골목시장,30,18,12,0,1,5,8,10,6,0,1,2,5,7,3,0,0,3,3,3,3
2021,1,R,전통시장,1001489,둔촌역전통시장,224,108,116,0,44,51,45,47,37,0,17,25,17,23,26,0,27,26,28,24,11
2021,1,R,전통시장,1001490,길동복조리시장,430,242,188,4,47,66,97,133,83,2,21,39,59,74,47,2,26,27,38,59,36
2021,1,U,관광특구,1001491,이태원 관광특구,5839,3064,2775,28,1377,2065,1290,768,311,18,514,986,777,541,228,10,863,1079,513,227,83
2021,1,U,관광특구,1001492,명동 남대문 북창동 다동 무교동 관광특구,104830,53674,51156,423,27134,34007,23384,15726,4156,137,8860,16080,15133,10824,2640,286,18274,17927,8251,4902,1516
2021,1,U,관광특구,1001493,동대문패션타운 관광특구,6054,2958,3096,36,1434,1695,1160,1061,668,13,543,737,662,600,403,23,891,958,498,461,265
2021,1,U,관광특구,1001494,종로·청계 관광특구,32935,17150,15785,68,5357,9965,9483,6401,1661,15,2285,4911,4591,4158,1190,53,3072,5054,4892,2243,471
2021,1,U,관광특구,1001495,잠실 관광특구,24375,14199,10176,120,4722,6565,5617,4514,2837,51,2484,4186,3496,2297,1685,69,2238,2379,2121,2217,1152
2021,1,U,관광특구,1001496,강남 마이스 관광특구,15904,8904,7000,59,3513,6185,4248,1596,303,25,1160,3361,2887,1246,225,34,2353,2824,1361,350,78
2021,1,A,골목상권,1000008,북촌로5나길,234,113,121,0,47,72,46,35,34,0,13,26,26,24,24,0,34,46,20,11,10
2021,1,A,골목상권,1000001,계동길,842,388,454,0,97,160,190,191,204,0,30,55,85,75,143,0,67,105,105,116,61
2021,1,A,골목상권,1000002,난계로27길,201,114,87,1,18,42,61,40,39,0,6,24,33,24,27,1,12,18,28,16,12
2021,1,A,골목상권,1000003,돈화문로11가길,3686,2700,986,5,474,1086,1164,697,260,0,273,731,930,546,220,5,201,355,234,151,40
2021,1,A,골목상권,1000004,명륜길,56,32,24,0,5,13,16,18,4,0,2,5,13,9,3,0,3,8,3,9,1
2021,1,A,골목상권,1000005,백석동길,1797,1066,731,0,355,581,496,273,92,0,151,351,314,181,69,0,204,230,182,92,23
2021,1,A,골목상권,1000006,북촌로11길,671,232,439,1,209,264,104,61,32,1,37,109,40,22,23,0,172,155,64,39,9
2021,1,A,골목상권,1000009,삼청로5길,2703,2626,77,1,341,605,820,760,176,0,318,588,805,745,170,1,23,17,15,15,6
2021,1,A,골목상권,1000010,성균관로5길,148,84,64,2,6,17,31,31,61,2,2,7,17,19,37,0,4,10,14,12,24
2021,1,A,골목상권,1000011,숭인동길,329,133,196,0,51,55,75,89,59,0,20,24,32,31,26,0,31,31,43,58,33
2021,1,A,골목상권,1000012,옥인길,58,32,26,0,9,9,14,17,9,0,3,2,9,10,8,0,6,7,5,7,1
2021,1,A,골목상권,1000013,율곡로10길,313,206,107,0,46,89,80,66,32,0,20,64,51,46,25,0,26,25,29,20,7
2021,1,A,골목상권,1000014,율곡로16길,235,143,92,2,19,55,70,59,30,0,6,28,49,36,24,2,13,27,21,23,6
2021,1,A,골목상권,1000015,이화장길,497,221,276,1,103,144,98,89,62,0,32,69,46,48,26,1,71,75,52,41,36
2021,1,A,골목상권,1000016,자하문로7길,214,83,131,0,23,52,68,38,33,0,8,18,23,13,21,0,15,34,45,25,12
2021,1,A,골목상권,1000017,종로24길,1011,716,295,2,92,196,264,245,212,1,63,130,184,177,161,1,29,66,80,68,51
2021,1,A,골목상권,1000018,종로58가길,137,71,66,0,28,27,35,24,23,0,3,14,19,18,17,0,25,13,16,6,6
2021,1,A,골목상권,1000019,종로65길,275,157,118,2,17,42,75,91,48,0,5,19,38,66,29,2,12,23,37,25,19
2021,1,A,골목상권,1000020,지봉로8길,183,90,93,0,31,43,41,44,24,0,6,21,19,25,19,0,25,22,22,19,5
2021,1,A,골목상권,1000021,창경궁로35길,787,171,616,0,126,225,255,154,27,0,12,43,63,36,17,0,114,182,192,118,10
2021,1,A,골목상권,1000022,창신2길,56,26,30,0,0,12,19,13,12,0,0,5,7,6,8,0,0,7,12,7,4
2021,1,A,골목상권,1000023,창신5길,15,7,8,0,0,0,6,9,0,0,0,0,5,2,0,0,0,0,1,7,0
2021,1,A,골목상권,1000024,창신길,146,29,117,0,8,14,28,56,40,0,0,3,15,9,2,0,8,11,13,47,38
2021,1,A,골목상권,1000025,통일로12길,13,6,7,0,2,3,3,3,2,0,1,1,1,2,1,0,1,2,2,1,1
2021,1,A,골목상권,1000026,평창길,6654,2605,4049,1,565,1950,2602,1390,146,0,195,822,1204,275,109,1,370,1128,1398,1115,37
2021,1,A,골목상권,1000027,필운대로1길,202,62,140,1,23,46,59,65,8,0,3,10,22,21,6,1,20,36,37,44,2
2021,1,A,골목상권,1000028,난계로11길,255,170,85,0,44,57,59,57,38,0,21,34,46,38,31,0,23,23,13,19,7
2021,1,A,골목상권,1000029,난계로21길,128,93,35,0,8,27,29,41,23,0,6,17,22,29,19,0,2,10,7,12,4
2021,1,A,골목상권,1000030,다산로33길,320,201,119,0,68,80,79,57,36,0,35,56,53,30,27,0,33,24,26,27,9
2021,1,A,골목상권,1000031,다산로36길,91,55,36,0,2,14,27,34,14,0,0,9,18,18,10,0,2,5,9,16,4
2021,1,A,골목상권,1000032,다산로38길,674,311,363,2,139,174,176,116,67,1,35,63,92,74,46,1,104,111,84,42,21
2021,1,A,골목상권,1000033,다산로39길,39,19,20,0,2,3,6,16,12,0,0,1,0,10,8,0,2,2,6,6,4
2021,1,A,골목상권,1000034,동호로10길,1553,857,696,3,261,374,326,340,249,1,90,202,225,212,127,2,171,172,101,128,122
2021,1,A,골목상권,1000035,동호로11길,337,208,129,0,49,81,97,77,33,0,19,45,67,57,20,0,30,36,30,20,13
2021,1,A,골목상권,1000036,동호로15길,1161,835,326,6,228,448,321,118,40,1,134,338,252,80,30,5,94,110,69,38,10
2021,1,A,골목상권,1000037,동호로20길,2429,1304,1125,3,321,667,667,599,172,2,111,288,353,409,141,1,210,379,314,190,31
2021,1,A,골목상권,1000038,동호로8길,386,160,226,0,57,89,87,78,75,0,24,37,41,23,35,0,33,52,46,55,40
2021,1,A,골목상권,1000039,명동길,7830,4550,3280,27,1990,2892,1763,922,236,7,795,1677,1196,704,171,20,1195,1215,567,218,65
2021,1,A,골목상권,1000040,삼일대로4길,1571,1113,458,3,249,467,441,280,131,1,120,323,320,237,112,2,129,144,121,43,19
2021,1,A,골목상권,1000041,장충단로8길,3778,1997,1781,18,690,903,1066,949,152,3,282,613,568,435,96,15,408,290,498,514,56
2021,1,A,골목상권,1000042,청구로17길,485,306,179,0,57,91,127,130,80,0,33,62,72,88,51,0,24,29,55,42,29
2021,1,A,골목상권,1000043,청구로1길,108,72,36,0,2,14,29,43,20,0,1,4,18,35,14,0,1,10,11,8,6
2021,1,A,골목상권,1000044,퇴계로12길,180,103,77,0,26,35,37,28,54,0,11,20,24,16,32,0,15,15,13,12,22
2021,1,A,골목상권,1000045,퇴계로18길,967,435,532,2,118,152,175,254,266,2,51,69,83,87,143,0,67,83,92,167,123
2021,1,A,골목상권,1000046,퇴계로46길,1098,613,485,12,198,288,308,187,105,7,95,148,154,129,80,5,103,140,154,58,25
2021,1,A,골목상권,1000047,퇴계로56길,569,424,145,0,60,157,199,97,56,0,30,112,160,77,45,0,30,45,39,20,11
2021,1,A,골목상권,1000048,퇴계로8길,438,246,192,0,58,114,140,73,53,0,19,62,84,43,38,0,39,52,56,30,15
2021,1,A,골목상권,1000049,퇴계로90길,463,225,238,2,60,115,115,99,72,2,27,45,57,50,44,0,33,70,58,49,28
2021,1,A,골목상권,1000050,녹사평대로11길,107,78,29,0,23,42,27,9,6,0,12,34,18,8,6,0,11,8,9,1,0
2021,1,A,골목상권,1000051,녹사평대로26길,494,230,264,3,187,187,67,32,18,2,55,96,49,17,11,1,132,91,18,15,7
2021,1,A,골목상권,1000052,녹사평대로32길,56,31,25,1,9,12,15,10,9,1,6,7,5,5,7,0,3,5,10,5,2
2021,1,A,골목상권,1000053,녹사평대로40나길,46,21,25,2,6,12,12,11,3,2,5,5,3,5,1,0,1,7,9,6,2
2021,1,A,골목상권,1000054,녹사평대로46길,43,19,24,0,3,7,14,8,11,0,0,2,6,3,8,0,3,5,8,5,3
2021,1,A,골목상권,1000055,대사관로34길,606,393,213,7,104,137,112,158,88,6,67,83,74,108,55,1,37,54,38,50,33
2021,1,A,골목상권,1000056,두텁바위로1길,1111,483,628,7,136,259,329,261,119,3,25,84,126,154,91,4,111,175,203,107,28
2021,1,A,골목상권,1000057,백범로79길,899,560,339,3,106,256,270,165,99,2,45,159,182,104,68,1,61,97,88,61,31
2021,2,R,전통시장,1001284,서울중앙시장,451,320,131,0,102,148,94,56,51,0,76,107,50,41,46,0,26,41,44,15,5
2021,2,R,전통시장,1001294,마장축산물시장,532,358,174,0,59,106,132,138,97,0,45,69,86,91,67,0,14,37,46,47,30
2021,2,A,골목상권,1000096,마조로1길,30,14,16,0,4,5,11,7,3,0,1,2,6,4,1,0,3,3,5,3,2
2021,2,A,골목상권,1000014,율곡로16길,235,143,92,2,19,55,70,59,30,0,6,28,49,36,24,2,13,27,21,23,6
2021,2,D,발달상권,1001127,서울 영등포구 여의도역_1,27015,17171,9844,68,3989,9188,7870,4357,1543,7,1839,5322,5574,3343,1086,61,2150,3866,2296,1014,457
2021,2,A,골목상권,1000006,북촌로11길,671,232,439,1,209,264,104,61,32,1,37,109,40,22,23,0,172,155,64,39,9
2021,2,A,골목상권,1000203,전농로29길,461,336,125,1,55,75,140,150,40,0,36,49,104,119,28,1,19,26,36,31,12
2021,2,R,전통시장,1001306,노룬산골목시장,23,13,10,0,4,5,10,2,2,0,3,3,6,0,1,0,1,2,4,2,1
2021,2,R,전통시장,1001273,남대문시장,8186,3966,4220,71,2160,2561,1905,1091,398,32,750,1294,1199,470,221,39,1410,1267,706,621,177
2021,2,R,전통시장,1001278,남평화시장,5,3,2,0,0,4,0,0,1,0,0,2,0,0,1,0,0,2,0,0,0
2021,2,R,전통시장,1001277,방산종합시장,1190,736,454,1,96,200,284,312,297,0,56,117,154,191,218,1,40,83,130,121,79
2021,2,A,골목상권,1000035,동호로11길,337,208,129,0,49,81,97,77,33,0,19,45,67,57,20,0,30,36,30,20,13
2021,2,A,골목상권,1000113,아차산로11길,3213,2213,1000,24,466,775,870,728,350,23,279,564,615,470,262,1,187,211,255,258,88
2021,2,A,골목상권,1000089,금호산2길,22,12,10,0,1,5,4,4,8,0,0,2,3,4,3,0,1,3,1,0,5
2021,2,A,골목상권,1000229,동일로101길,202,58,144,1,26,33,37,80,25,0,6,13,14,18,7,1,20,20,23,62,18
2021,2,A,골목상권,1000231,동일로123길,145,74,71,0,14,26,41,29,35,0,6,13,21,12,22,0,8,13,20,17,13
2021,2,A,골목상권,1000155,아차산로78길,575,421,154,0,83,170,156,94,72,0,53,137,109,67,55,0,30,33,47,27,17
2021,2,A,골목상권,1000140,능동로3길,71,45,26,0,6,15,19,16,15,0,0,9,15,11,10,0,6,6,4,5,5
2021,2,A,골목상권,1000260,중랑천로10길,207,109,98,0,18,51,79,42,17,0,6,26,37,28,12,0,12,25,42,14,5
2021,2,A,골목상권,1000241,면목로21길,54,37,17,0,2,8,16,20,8,0,1,4,10,16,6,0,1,4,6,4,2
2021,2,R,전통시장,1001341,길음시장,91,19,72,0,36,24,10,8,13,0,2,5,3,2,7,0,34,19,7,6,6
2021,2,A,골목상권,1000293,인촌로5길,63,31,32,0,6,13,16,14,14,0,5,6,7,9,4,0,1,7,9,5,10
2021,2,D,발달상권,1001245,서울 성북구 성신여대입구역,2865,1629,1236,11,290,743,775,869,177,5,119,304,436,638,127,6,171,439,339,231,50
2021,2,R,전통시장,1001333,중화제일시장,69,30,39,0,8,14,25,14,8,0,3,6,15,5,1,0,5,8,10,9,7
2021,2,A,골목상권,1000237,동일로157길,443,270,173,0,54,90,87,139,73,0,14,50,47,102,57,0,40,40,40,37,16
2021,2,A,골목상권,1000273,보국문로16길,181,97,84,0,16,34,53,42,36,0,3,14,26,27,27,0,13,20,27,15,9
2021,2,R,전통시장,1001283,백학시장,95,43,52,0,11,14,29,24,17,0,4,6,12,11,10,0,7,8,17,13,7
2021,2,A,골목상권,1000494,와우산로29가길,989,653,336,5,235,376,221,123,29,5,106,255,160,105,22,0,129,121,61,18,7
2021,2,A,골목상권,1000339,수유로12길,281,199,82,0,35,46,56,55,89,0,8,33,38,39,81,0,27,13,18,16,8
2021,2,A,골목상권,1000294,인촌로6길,195,131,64,2,25,35,45,41,47,1,9,25,30,30,36,1,16,10,15,11,11
2021,2,A,골목상권,1000286,오패산로19길,101,36,65,1,18,30,26,18,8,1,2,12,12,5,4,0,16,18,14,13,4
2021,2,A,골목상권,1000269,동소문로15길,209,152,57,8,4,20,45,59,73,8,2,8,24,41,69,0,2,12,21,18,4
2021,2,A,골목상권,1000354,덕릉로60길,177,126,51,0,12,40,54,53,18,0,4,32,36,37,17,0,8,8,18,16,1
2021,2,A,골목상권,1000349,한천로132길,56,31,25,0,6,8,10,21,11,0,3,4,6,12,6,0,3,4,4,9,5
2021,2,A,골목상권,1000335,솔매로41길,67,38,29,0,2,9,30,15,11,0,0,4,18,10,6,0,2,5,12,5,5
2021,2,R,전통시장,1001358,수유북부시장,20,14,6,0,1,1,7,5,6,0,0,0,6,3,5,0,1,1,1,2,1
2021,2,A,골목상권,1000453,통일로11길,97,46,51,0,12,17,28,25,15,0,1,6,13,19,7,0,11,11,15,6,8
2021,2,A,골목상권,1000333,삼양로77길,131,58,73,0,12,26,40,37,16,0,5,14,17,13,9,0,7,12,23,24,7
2021,2,A,골목상권,1000316,노해로23길,70,47,23,0,8,8,18,24,12,0,6,6,12,15,8,0,2,2,6,9,4
2021,2,A,골목상권,1000350,한천로139가길,108,47,61,1,26,14,21,28,18,0,8,7,10,9,13,1,18,7,11,19,5
2021,2,A,골목상권,1000315,노해로17길,103,56,47,0,11,18,31,34,9,0,3,8,13,26,6,0,8,10,18,8,3
2021,2,R,전통시장,1001349,방천골목시장,92,55,37,0,15,10,26,32,9,0,10,8,13,17,7,0,5,2,13,15,2
2021,2,R,전통시장,1001348,동북시장,121,49,72,0,9,23,37,29,23,0,4,8,17,9,11,0,5,15,20,20,12
2021,2,R,전통시장,1001357,장미원골목시장,911,571,340,0,15,14,38,89,755,0,1,4,12,40,514,0,14,10,26,49,241
2021,2,A,골목상권,1000447,증가로10길,1463,1123,340,29,380,617,302,113,22,26,255,475,276,74,17,3,125,142,26,39,5
2021,2,A,골목상권,1000496,와우산로3길,257,176,81,0,29,57,61,76,34,0,11,35,43,60,27,0,18,22,18,16,7
2021,2,A,골목상권,1000479,방울내로9안길,619,351,268,4,145,115,139,131,85,3,47,70,88,83,60,1,98,45,51,48,25
2021,2,A,골목상권,1000688,당산로31길,1481,749,732,4,342,442,339,230,124,0,104,239,178,136,92,4,238,203,161,94,32
2021,2,A,골목상권,1000438,모래내로15길,74,54,20,0,12,13,23,22,4,0,8,9,17,17,3,0,4,4,6,5,1
2021,2,R,전통시장,1001386,신수시장,34,19,15,0,4,7,12,5,6,0,1,5,5,4,4,0,3,2,7,1,2
2021,2,A,골목상권,1000811,봉천로13길,241,86,155,0,39,72,52,65,13,0,5,28,18,30,5,0,34,44,34,35,8
2021,2,A,골목상권,1000485,성지3길,338,228,110,0,44,79,87,97,31,0,21,49,59,69,30,0,23,30,28,28,1
2021,2,A,골목상권,1000459,대흥로21길,372,188,184,0,36,55,83,110,88,0,6,21,37,68,56,0,30,34,46,42,32
2021,2,R,전통시장,1001431,영등포청과시장,23,17,6,0,1,4,7,8,3,0,1,2,6,5,3,0,0,2,1,3,0
2021,2,A,골목상권,1000468,동교로25길,1378,581,797,1,137,317,270,327,326,0,58,186,180,97,60,1,79,131,90,230,266
2021,2,A,골목상권,1000463,독막로22길,91,61,30,0,16,26,27,12,10,0,8,20,13,11,9,0,8,6,14,1,1
2021,2,D,발달상권,1001025,서울 관악구 서울대입구역_1,1502,797,705,13,298,353,337,255,246,7,119,184,177,137,173,6,179,169,160,118,73
2021,2,A,골목상권,1000837,행운길,557,428,129,2,61,163,120,107,104,0,31,118,92,90,97,2,30,45,28,17,7
2021,2,A,골목상권,1000794,난향길,206,89,117,0,14,56,58,57,21,0,0,22,27,29,11,0,14,34,31,28,10
2021,2,R,전통시장,1001438,우리시장,6,5,1,0,1,0,1,3,1,0,0,0,1,3,1,0,1,0,0,0,0
2021,2,D,발달상권,1001032,서울 관악구 신림역_2,166,63,103,0,34,48,33,26,25,0,7,11,16,13,16,0,27,37,17,13,9
2021,2,A,골목상권,1000698,대림로8길,234,113,121,0,18,50,52,75,39,0,1,19,23,42,28,0,17,31,29,33,11
2021,2,A,골목상권,1000709,디지털로74길,13,8,5,0,1,8,2,2,0,0,0,5,1,2,0,0,1,3,1,0,0
2021,2,D,발달상권,1001017,관악구 사당역_3,1538,1135,403,4,331,452,424,252,75,3,210,340,339,191,52,1,121,112,85,61,23
2021,2,A,골목상권,1000818,신림로38길,147,90,57,0,13,20,43,37,34,0,7,14,21,23,25,0,6,6,22,14,9
2021,2,R,전통시장,1001460,관악신사시장,120,63,57,0,17,20,27,37,19,0,5,10,16,20,12,0,12,10,11,17,7
2021,2,A,골목상권,1000815,신림동길,669,435,234,1,53,110,177,179,149,1,27,61,105,119,122,0,26,49,72,60,27
2021,2,A,골목상권,1000834,청룡길,404,224,180,1,27,66,135,112,63,0,6,25,76,70,47,1,21,41,59,42,16
2021,2,A,골목상권,1000930,언주로81길,5810,3989,1821,29,1001,1754,1592,924,510,8,529,1193,1198,684,377,21,472,561,394,240,133
2021,2,A,골목상권,1000920,삼성로63길,1079,554,525,3,130,330,265,244,107,1,51,131,137,152,82,2,79,199,128,92,25
2021,2,D,발달상권,1001053,서울 강남구 대치역_1,102,38,64,2,20,21,19,18,22,1,7,5,5,7,13,1,13,16,14,11,9
2021,2,D,발달상권,1001070,은마아파트입구사거리_4,570,252,318,1,106,152,143,111,57,0,38,74,83,37,20,1,68,78,60,74,37
2021,2,D,발달상권,1001237,서울 종로구 경복궁역_2,239,107,132,0,35,62,52,43,47,0,13,14,23,28,29,0,22,48,29,15,18
2021,2,D,발달상권,1001263,서울 노원구 노원역_3,418,159,259,3,102,53,90,90,80,0,24,23,33,38,41,3,78,30,57,52,39
2021,2,A,골목상권,1000429,진흥로12길,392,144,248,6,50,101,107,85,43,5,27,26,32,29,25,1,23,75,75,56,18
2021,2,R,전통시장,1001320,전농로터리시장,7,3,4,0,1,0,2,3,1,0,0,0,1,1,1,0,1,0,1,2,0
2021,2,A,골목상권,1000209,천호대로12길,55,35,20,0,4,9,12,18,12,0,3,3,10,10,9,0,1,6,2,8,3
2021,2,R,전통시장,1001360,창동골목시장,84,47,37,0,19,30,14,8,13,0,7,20,9,5,6,0,12,10,5,3,7
2021,2,R,전통시장,1001321,답십리현대시장,36,31,5,0,4,4,7,13,8,0,3,4,6,11,7,0,1,0,1,2,1
2021,2,A,골목상권,1000180,망우로18길,52,17,35,1,4,9,20,14,4,0,2,3,3,7,2,1,2,6,17,7,2
2021,2,A,골목상권,1000220,휘경로2길,138,88,50,0,23,26,40,31,18,0,7,14,28,25,14,0,16,12,12,6,4
2021,2,A,골목상권,1000367,도봉산4길,27,24,3,0,3,8,9,2,5,0,3,8,8,2,3,0,0,0,1,0,2
2021,2,D,발달상권,1001258,등나무근린공원 주변,65,19,46,0,5,7,27,20,6,0,2,0,6,8,3,0,3,7,21,12,3
2021,2,D,발달상권,1001086,고속터미널역,2010,1612,398,18,204,298,637,631,222,5,102,206,555,565,179,13,102,92,82,66,43
2021,2,R,전통시장,1001316,서울약령시장,1171,642,529,4,112,206,302,338,209,0,55,127,163,178,119,4,57,79,139,160,90
2021,2,A,골목상권,1000947,백제고분로33길,921,574,347,1,86,171,209,231,223,1,43,96,133,148,153,0,43,75,76,83,70
2021,2,A,골목상권,1000343,인수봉로56길,44,25,19,0,5,7,13,11,8,0,2,4,9,9,1,0,3,3,4,2,7
2021,2,D,발달상권,1001098,포스코사거리_1,22702,15610,7092,46,3298,9107,6757,2364,1130,8,1415,5813,5586,2043,745,38,1883,3294,1171,321,385
2021,2,A,골목상권,1000667,문성로5길,379,199,180,2,12,116,135,91,23,2,5,45,71,56,20,0,7,71,64,35,3
2021,2,D,발달상권,1001123,학동사거리_1,4075,2555,1520,4,726,1146,874,714,611,3,268,567,615,579,523,1,458,579,259,135,88
2021,2,A,골목상권,1000421,응암로34길,231,118,113,1,22,39,75,63,31,1,9,22,43,24,19,0,13,17,32,39,12
2021,2,R,전통시장,1001376,수일시장,7,2,5,0,0,2,1,2,2,0,0,0,0,1,1,0,0,2,1,1,1
2021,2,A,골목상권,1000389,가좌로7길,329,203,126,0,27,59,107,92,44,0,14,33,69,49,38,0,13,26,38,43,6
2021,2,A,골목상권,1000401,연서로16길,121,66,55,0,15,20,30,37,19,0,4,5,19,22,16,0,11,15,11,15,3
2021,2,A,골목상권,1000644,디지털로32길,815,435,380,0,136,331,158,118,72,0,43,184,83,71,54,0,93,147,75,47,18
