기준_년월_코드,기준_분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,총_직장_인구_수,남성_직장_인구_수,여성_직장_인구_수,연령대_10_직장_인구_수,연령대_20_직장_인구_수,연령대_30_직장_인구_수,연령대_40_직장_인구_수,연령대_50_직장_인구_수,연령대_60_이상_직장_인구_수,남성연령대_10_직장_인구_수,남성연령대_20_직장_인구_수,남성연령대_30_직장_인구_수,남성연령대_40_직장_인구_수,남성연령대_50_직장_인구_수,남성연령대_60_이상_직장_인구_수,여성연령대_10_직장_인구_수,여성연령대_20_직장_인구_수,여성연령대_30_직장_인구_수,여성연령대_40_직장_인구_수,여성연령대_50_직장_인구_수,여성연령대_60_이상_직장_인구_수
2021,3,A,골목상권,1000855,동광로39길,1227,825,402,6,179,328,402,245,67,2,82,208,299,185,49,4,97,120,103,60,18
2021,3,A,골목상권,1000874,서초대로8길,2598,644,1954,8,633,729,658,355,215,0,150,169,122,99,104,8,483,560,536,256,111
2021,3,D,발달상권,1001043,동작구 총신대입구역_2,1633,741,892,7,182,310,326,418,390,5,69,155,176,153,183,2,113,155,150,265,207
2021,3,A,골목상권,1000870,서초대로23길,2098,1239,859,3,439,633,477,297,249,2,200,388,311,176,162,1,239,245,166,121,87
2021,3,A,골목상권,1000853,동광로12길,1237,610,627,2,368,326,260,182,99,0,123,167,133,115,72,2,245,159,127,67,27
2021,3,A,골목상권,1000887,강남대로136길,5070,3655,1415,10,1201,1935,1121,614,189,6,702,1417,905,490,135,4,499,518,216,124,54
2021,3,D,발달상권,1001029,양재역_1,515,305,210,23,75,151,116,89,61,14,33,97,72,58,31,9,42,54,44,31,30
2021,3,D,발달상권,1001115,서울 강남구 강남구청역_2,3172,1916,1256,17,885,955,754,304,257,3,319,582,574,229,209,14,566,373,180,75,48
2021,3,A,골목상권,1000936,학동로38길,1862,891,971,5,531,646,410,176,94,1,131,304,246,137,72,4,400,342,164,39,22
2021,3,D,발달상권,1001066,서울 강남구 강남역,27566,14310,13256,74,6880,9161,6519,3589,1343,29,2550,4819,3924,2047,941,45,4330,4342,2595,1542,402
2021,3,A,골목상권,1000025,통일로12길,13,6,7,0,2,3,3,3,2,0,1,1,1,2,1,0,1,2,2,1,1
2021,3,A,골목상권,1000278,삼선교로10길,186,110,76,2,15,35,53,49,32,0,10,17,26,33,24,2,5,18,27,16,8
2021,3,A,골목상권,1000321,도봉로18길,225,182,43,5,7,27,53,67,66,5,2,19,39,55,62,0,5,8,14,12,4
2021,3,A,골목상권,1000211,천호대로45길,47,38,9,0,1,13,20,8,5,0,0,11,17,6,4,0,1,2,3,2,1
2021,3,A,골목상권,1000371,방학로5길,124,87,37,0,13,21,38,33,19,0,7,16,28,23,13,0,6,5,10,10,6
2021,3,A,골목상권,1000943,백제고분로21길,483,309,174,0,64,145,121,93,60,0,29,93,78,66,43,0,35,52,43,27,17
2021,3,R,전통시장,1001479,석촌시장,286,99,187,0,31,57,96,57,45,0,9,12,32,20,26,0,22,45,64,37,19
2021,3,A,골목상권,1000979,상암로4길,232,147,85,0,18,61,69,50,34,0,9,45,42,25,26,0,9,16,27,25,8
2021,3,R,전통시장,1001482,고덕전통시장,935,850,85,0,8,37,165,395,330,0,4,31,147,360,308,0,4,6,18,35,22
2021,3,A,골목상권,1000989,양재대로133길,189,122,67,0,13,43,54,56,23,0,8,31,30,37,16,0,5,12,24,19,7
2021,3,A,골목상권,1000993,올림픽로48길,1847,1272,575,29,211,407,407,305,488,11,109,287,286,214,365,18,102,120,121,91,123
2021,3,A,골목상권,1001009,천호옛길,420,288,132,0,84,94,82,78,82,0,58,67,57,45,61,0,26,27,25,33,21
2021,3,A,골목상권,1000999,진황도로27길,298,174,124,1,41,80,72,67,37,1,17,42,47,39,28,0,24,38,25,28,9
2021,3,R,전통시장,1001483,암사종합시장,95,53,42,0,8,18,33,20,16,0,4,9,18,10,12,0,4,9,15,10,4
2021,3,R,전통시장,1001490,길동복조리시장,430,242,188,4,47,66,97,133,83,2,21,39,59,74,47,2,26,27,38,59,36
2021,3,R,전통시장,1001486,동서울시장,5,3,2,0,0,0,1,1,3,0,0,0,0,1,2,0,0,0,1,0,1
2021,3,A,골목상권,1000987,양재대로116길,75,41,34,0,5,14,16,12,28,0,2,5,9,8,17,0,3,9,7,4,11
2021,3,R,전통시장,1001293,보광시장,31,12,19,0,0,6,10,13,2,0,0,3,4,4,1,0,0,3,6,9,1
2021,3,A,골목상권,1000131,광나루로40길,242,128,114,0,44,44,67,56,31,0,14,18,34,35,27,0,30,26,33,21,4
2021,3,A,골목상권,1000275,보문로26길,134,62,72,0,19,23,41,32,19,0,2,9,18,18,15,0,17,14,23,14,4
2021,3,R,전통시장,1001331,면목골목시장,45,21,24,0,1,3,15,20,6,0,1,2,8,6,4,0,0,1,7,14,2
2021,3,D,발달상권,1001243,서울 성북구 안암역,59,28,31,1,12,16,12,8,10,0,5,9,7,2,5,1,7,7,5,6,5
2021,3,A,골목상권,1000345,인수봉로79길,242,153,89,0,40,74,66,41,21,0,21,60,45,14,13,0,19,14,21,27,8
2021,3,A,골목상권,1000504,월드컵로8길,939,462,477,2,149,198,218,198,174,1,60,93,106,107,95,1,89,105,112,91,79
2021,3,A,골목상권,1000437,명지대길,107,58,49,0,16,26,19,31,15,0,7,16,7,17,11,0,9,10,12,14,4
2021,3,A,골목상권,1000489,신촌로28가길,59,19,40,0,17,15,10,11,6,0,2,3,3,7,4,0,15,12,7,4,2
2021,3,A,골목상권,1000095,마조로16길,155,93,62,0,19,29,35,46,26,0,5,17,19,33,19,0,14,12,16,13,7
2021,3,A,골목상권,1000161,자양로45길,448,184,264,1,67,86,153,110,31,0,20,45,60,42,17,1,47,41,93,68,14
2021,3,R,전통시장,1001364,방학동도깨비시장,39,16,23,0,2,6,12,12,7,0,0,1,5,8,2,0,2,5,7,4,5
2021,3,D,발달상권,1001212,서대문구 서대문역_1,99,67,32,1,10,20,24,28,16,1,4,10,17,19,16,0,6,10,7,9,0
2021,3,A,골목상권,1000167,천호대로129길,344,207,137,0,37,51,84,93,79,0,18,35,51,47,56,0,19,16,33,46,23
2021,3,D,발달상권,1001162,서울 광진구 건대입구역_1,109,52,57,0,8,18,29,24,30,0,2,6,12,10,22,0,6,12,17,14,8
2021,3,R,전통시장,1001297,뚝도시장,45,17,28,1,3,10,9,11,11,0,0,2,4,5,6,1,3,8,5,6,5
2021,3,A,골목상권,1000106,성덕정17길,393,244,149,4,59,82,82,93,73,4,36,55,51,53,45,0,23,27,31,40,28
2021,3,D,발달상권,1001158,당산역_2,1429,1069,360,0,119,167,235,300,608,0,81,117,157,228,486,0,38,50,78,72,122
2021,3,A,골목상권,1000808,법원단지9길,163,102,61,0,19,35,33,49,27,0,7,25,19,31,20,0,12,10,14,18,7
2021,3,A,골목상권,1000083,한강대로88길,224,138,86,0,26,67,46,49,36,0,23,63,25,14,13,0,3,4,21,35,23
2021,3,A,골목상권,1000129,광나루로36길,412,169,243,1,56,102,103,110,40,1,18,45,41,33,31,0,38,57,62,77,9
2021,3,D,발달상권,1001188,장충동 족발거리,2100,985,1115,12,557,716,521,206,88,0,101,354,339,143,48,12,456,362,182,63,40
2021,3,R,전통시장,1001292,이태원제일시장,2,1,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0
2021,3,R,전통시장,1001285,합동(새벽)시장,365,209,156,0,60,153,107,41,4,0,15,80,74,38,2,0,45,73,33,3,2
2021,3,A,골목상권,1000116,왕십리로14길,997,776,221,0,81,112,200,271,333,0,33,77,137,226,303,0,48,35,63,45,30
2021,3,R,전통시장,1001330,동원시장,224,109,115,0,24,37,49,82,32,0,11,17,21,38,22,0,13,20,28,44,10
2021,3,A,골목상권,1000972,구천면로41길,442,228,214,1,48,119,113,117,44,1,19,57,64,61,26,0,29,62,49,56,18
2021,3,A,골목상권,1001007,천호대로219길,486,338,148,0,35,87,127,145,92,0,23,57,92,100,66,0,12,30,35,45,26
2021,3,A,골목상권,1000016,자하문로7길,214,83,131,0,23,52,68,38,33,0,8,18,23,13,21,0,15,34,45,25,12
2021,3,A,골목상권,1000981,상암로5길,271,99,172,0,39,43,66,57,66,0,6,14,29,25,25,0,33,29,37,32,41
2021,3,D,발달상권,1001157,서울 강동구 천호역_1,138,57,81,0,30,22,27,29,30,0,9,9,7,16,16,0,21,13,20,13,14
2021,3,A,골목상권,1000991,양재대로95길,602,324,278,6,56,119,122,168,131,5,30,81,75,69,64,1,26,38,47,99,67
2021,3,A,골목상권,1000994,올림픽로71길,184,101,83,3,18,51,45,42,25,2,10,23,26,24,16,1,8,28,19,18,9
2021,3,A,골목상권,1000044,퇴계로12길,180,103,77,0,26,35,37,28,54,0,11,20,24,16,32,0,15,15,13,12,22
2021,3,A,골목상권,1000037,동호로20길,2429,1304,1125,3,321,667,667,599,172,2,111,288,353,409,141,1,210,379,314,190,31
2021,3,A,골목상권,1000087,후암로28길,582,313,269,3,107,137,150,121,64,3,29,80,94,63,44,0,78,57,56,58,20
2021,3,A,골목상권,1000067,원효로53길,341,222,119,7,30,72,85,86,61,6,16,51,61,50,38,1,14,21,24,36,23
2021,3,A,골목상권,1000234,동일로139길,77,53,24,0,5,9,21,31,11,0,5,7,10,21,10,0,0,2,11,10,1
2021,3,A,골목상권,1000133,긴고랑로20길,174,98,76,0,12,32,57,43,30,0,5,18,31,23,21,0,7,14,26,20,9
2021,3,A,골목상권,1000130,광나루로37길,60,29,31,0,8,17,22,11,2,0,0,9,14,4,2,0,8,8,8,7,0
2021,3,A,골목상권,1000072,장문로45길,242,106,136,0,23,76,58,39,46,0,2,34,16,19,35,0,21,42,42,20,11
2021,3,A,골목상권,1000469,동교로27길,1172,795,377,4,193,262,253,244,216,3,73,157,165,200,197,1,120,105,88,44,19
2021,3,A,골목상권,1000018,종로58가길,137,71,66,0,28,27,35,24,23,0,3,14,19,18,17,0,25,13,16,6,6
2021,3,A,골목상권,1000694,대림로31길,454,281,173,2,42,101,119,110,80,1,22,66,69,67,56,1,20,35,50,43,24
2021,3,A,골목상권,1000797,남부순환로161길,347,223,124,1,45,78,77,90,56,1,22,50,54,55,41,0,23,28,23,35,15
2021,3,A,골목상권,1000787,국회단지길,1430,396,1034,9,229,316,339,460,77,0,41,118,114,96,27,9,188,198,225,364,50
2021,3,D,발달상권,1001166,서울 마포구 마포역_2,10151,6130,4021,11,1542,2551,2393,1998,1656,9,766,1512,1639,1200,1004,2,776,1039,754,798,652
2021,3,A,골목상권,1000221,휘경로3길,127,69,58,0,23,32,28,28,16,0,9,13,17,20,10,0,14,19,11,8,6
2021,3,D,발달상권,1001149,한남오거리,823,524,299,3,163,333,191,82,51,2,70,214,145,55,38,1,93,119,46,27,13
2021,3,D,발달상권,1001218,동대문시장_2,195,123,72,0,13,23,36,60,63,0,4,10,23,36,50,0,9,13,13,24,13
2021,3,D,발달상권,1001187,한양시장,55,30,25,0,6,10,13,13,13,0,4,6,4,9,7,0,2,4,9,4,6
2021,3,A,골목상권,1000117,왕십리로21길,164,77,87,0,34,34,27,32,37,0,11,17,11,14,24,0,23,17,16,18,13
2021,3,A,골목상권,1000166,천호대로123길,625,282,343,2,51,92,152,199,129,1,13,41,65,85,77,1,38,51,87,114,52
2021,3,A,골목상권,1000932,영동대로65길,1175,692,483,5,194,324,291,219,142,2,85,192,189,126,98,3,109,132,102,93,44
2021,3,A,골목상권,1000141,능동로4길,947,834,113,0,110,253,308,254,22,0,94,221,268,234,17,0,16,32,40,20,5
2021,3,D,발달상권,1001183,서울 마포구 홍대입구역_2,977,535,442,8,181,277,206,148,157,4,65,145,126,97,98,4,116,132,80,51,59
2021,3,D,발달상권,1001151,용산 전자상가_3,1752,1311,441,5,270,605,510,253,109,2,167,447,399,202,94,3,103,158,111,51,15
2021,3,A,골목상권,1000145,뚝섬로24길,111,66,45,0,8,12,28,22,41,0,3,5,17,10,31,0,5,7,11,12,10
2021,3,D,발달상권,1001200,북창동,5197,3160,2037,24,1010,1611,1149,767,636,2,391,936,852,543,436,22,619,675,297,224,200
2021,3,R,전통시장,1001286,후암시장,15,14,1,0,1,1,1,4,8,0,1,1,1,3,8,0,0,0,0,1,0
2021,3,D,발달상권,1001082,선릉역_2,26260,16412,9848,126,4246,8056,7407,4252,2173,12,1820,4971,5188,3102,1319,114,2426,3085,2219,1150,854
2021,3,A,골목상권,1000728,영등포로35길,340,192,148,1,27,80,71,65,96,1,15,45,46,36,49,0,12,35,25,29,47
2021,3,D,발달상권,1001204,서울 중구 을지로3가역_1,4549,2258,2291,9,524,1204,1241,954,617,1,136,510,617,589,405,8,388,694,624,365,212
2021,3,A,골목상권,1000136,긴고랑로9길,138,51,87,1,18,30,46,34,9,0,2,9,16,19,5,1,16,21,30,15,4
2021,3,A,골목상권,1000048,퇴계로8길,438,246,192,0,58,114,140,73,53,0,19,62,84,43,38,0,39,52,56,30,15
2021,3,D,발달상권,1001207,서울 중구 신당역_2,939,534,405,8,164,218,215,172,162,2,71,121,118,114,108,6,93,97,97,58,54
2021,3,A,골목상권,1000039,명동길,7830,4550,3280,27,1990,2892,1763,922,236,7,795,1677,1196,704,171,20,1195,1215,567,218,65
2021,3,A,골목상권,1000046,퇴계로46길,1098,613,485,12,198,288,308,187,105,7,95,148,154,129,80,5,103,140,154,58,25
2021,3,R,전통시장,1001281,청평화시장,120,50,70,1,18,26,31,29,15,1,9,13,5,15,7,0,9,13,26,14,8
2021,3,D,발달상권,1001176,서울 중구 약수역_1,24,6,18,0,2,3,6,4,9,0,0,0,3,0,3,0,2,3,3,4,6
2021,3,A,골목상권,1000069,이촌로22길,385,307,78,0,38,71,113,138,25,0,21,48,99,124,15,0,17,23,14,14,10
2021,3,R,전통시장,1001291,이태원시장,32,20,12,0,18,3,4,6,1,0,12,1,3,3,1,0,6,2,1,3,0
2021,3,A,골목상권,1000090,금호산길,159,83,76,0,22,32,46,32,27,0,6,17,22,19,19,0,16,15,24,13,8
2021,3,A,골목상권,1000127,광나루로12길,60,19,41,0,6,9,10,25,10,0,3,3,6,3,4,0,3,6,4,22,6
2021,3,A,골목상권,1000091,둘레9길,419,255,164,0,43,96,121,97,62,0,27,48,63,69,48,0,16,48,58,28,14
2021,3,A,골목상권,1000121,용답29길,537,360,177,0,89,181,150,76,41,0,48,107,118,54,33,0,41,74,32,22,8
2021,3,A,골목상권,1000160,자양로26길,141,91,50,0,10,30,45,28,28,0,6,18,29,15,23,0,4,12,16,13,5
2021,3,A,골목상권,1000150,면목로17길,230,138,92,0,35,45,62,39,49,0,21,24,34,25,34,0,14,21,28,14,15
2021,3,D,발달상권,1001152,서울 광진구 강변역,1337,859,478,4,265,348,335,234,151,1,114,246,250,153,95,3,151,102,85,81,56
2021,3,A,골목상권,1000158,자양로11길,646,250,396,0,172,118,124,144,88,0,40,33,46,78,53,0,132,85,78,66,35
2021,3,R,전통시장,1001307,능동로골목시장,56,42,14,0,1,5,4,7,39,0,1,1,4,2,34,0,0,4,0,5,5
2021,3,R,전통시장,1001305,자양종합시장,14,10,4,0,0,1,6,6,1,0,0,1,4,4,1,0,0,0,2,2,0
2021,3,R,전통시장,1001309,조양시장,31,19,12,0,11,7,8,5,0,0,6,5,4,4,0,0,5,2,4,1,0
2021,3,A,골목상권,1000301,종암로19길,18269,9427,8842,55,1383,4740,6784,5244,63,12,579,1557,3005,4219,55,43,804,3183,3779,1025,8
2021,3,A,골목상권,1000256,용마산로100길,122,52,70,0,31,16,29,29,17,0,7,6,13,15,11,0,24,10,16,14,6
2021,3,A,골목상권,1000244,면목로48길,873,544,329,0,101,145,169,221,237,0,39,75,84,162,184,0,62,70,85,59,53
2021,3,R,전통시장,1001343,장위전통시장,40,20,20,0,5,6,7,8,14,0,0,2,5,5,8,0,5,4,2,3,6
2021,3,A,골목상권,1000291,개운사길,150,83,67,0,15,21,46,46,22,0,9,15,24,22,13,0,6,6,22,24,9
2021,3,A,골목상권,1000295,장월로1길,74,19,55,2,18,14,17,13,10,0,3,2,6,4,4,2,15,12,11,9,6
2021,3,A,골목상권,1000454,통일로37길,611,407,204,1,30,68,177,275,60,0,10,48,111,184,54,1,20,20,66,91,6
2021,3,A,골목상권,1000298,정릉로27길,75,30,45,0,8,13,22,22,10,0,1,8,8,8,5,0,7,5,14,14,5
2021,3,A,골목상권,1000700,도림로147길,334,255,79,0,24,50,87,113,60,0,17,37,62,90,49,0,7,13,25,23,11
2021,3,D,발달상권,1001229,서울 종로구 종로5가역_4,1358,810,548,3,156,480,430,197,92,0,52,247,281,156,74,3,104,233,149,41,18
2021,3,A,골목상권,1000263,돌곶이로22길,61,34,27,0,6,12,14,22,7,0,1,6,10,12,5,0,5,6,4,10,2
2021,3,R,전통시장,1001347,석관황금시장,191,157,34,0,30,36,41,72,12,0,28,26,29,62,12,0,2,10,12,10,0
2021,3,A,골목상권,1000346,한천로109길,439,280,159,5,44,64,86,156,84,4,15,37,50,107,67,1,29,27,36,49,17
2021,3,A,골목상권,1000017,종로24길,1011,716,295,2,92,196,264,245,212,1,63,130,184,177,161,1,29,66,80,68,51
2021,3,A,골목상권,1000342,오패산로67길,238,89,149,0,27,43,50,58,60,0,7,15,22,16,29,0,20,28,28,42,31
2021,3,A,골목상권,1000462,도화길,56,32,24,0,5,10,10,14,17,0,2,7,5,7,11,0,3,3,5,7,6
2021,3,A,골목상권,1000472,마포대로20길,483,258,225,1,58,94,114,110,106,0,27,60,58,55,58,1,31,34,56,55,48
2021,3,A,골목상권,1000731,영등포로84길,1933,673,1260,4,390,476,417,406,240,0,80,202,146,139,106,4,310,274,271,267,134
2021,3,A,골목상권,1000712,선유서로25길,1697,1284,413,1,160,357,408,405,366,0,86,290,333,301,274,1,74,67,75,104,92
2021,3,A,골목상권,1000699,도림로112길,30,19,11,0,3,2,11,9,5,0,3,1,7,3,5,0,0,1,4,6,0
2021,3,A,골목상권,1000716,신길로42가길,210,90,120,0,28,42,60,55,25,0,11,22,17,21,19,0,17,20,43,34,6
2021,3,A,골목상권,1000824,양녕로6길,205,124,81,0,26,50,44,46,39,0,12,27,30,29,26,0,14,23,14,17,13
2021,3,A,골목상권,1000803,남현길,117,28,89,0,14,19,24,32,28,0,4,6,14,2,2,0,10,13,10,30,26
2021,3,R,전통시장,1001457,봉천중앙시장,154,42,112,0,17,13,29,46,49,0,5,7,14,14,2,0,12,6,15,32,47
2021,3,D,발달상권,1001046,서울 관악구 신림역_4,332,165,167,0,34,58,100,77,63,0,8,27,59,29,42,0,26,31,41,48,21
2021,3,D,발달상권,1001040,서울 관악구 신림역_3,77,20,57,1,25,8,10,17,16,0,4,2,5,4,5,1,21,6,5,13,11
2021,3,R,전통시장,1001463,신림중앙시장,43,27,16,0,1,2,14,12,14,0,0,2,7,9,9,0,1,0,7,3,5
2021,3,A,골목상권,1000790,난곡로26길,120,85,35,0,18,19,29,45,9,0,11,15,20,30,9,0,7,4,9,15,0
2021,3,A,골목상권,1000809,법원단지길,16,5,11,0,0,1,7,6,2,0,0,0,0,3,2,0,0,1,7,3,0
2021,3,A,골목상권,1000902,논현로63길,2139,1352,787,8,401,563,537,376,254,1,182,354,380,255,180,7,219,209,157,121,74
2021,3,A,골목상권,1000384,상계로9가길,151,82,69,0,17,33,49,29,23,0,7,24,22,15,14,0,10,9,27,14,9
2021,3,A,골목상권,1000893,남부순환로365길,691,445,246,1,93,172,166,160,99,1,48,90,110,117,79,0,45,82,56,43,20
2021,3,A,골목상권,1000189,서울시립대로4길,404,264,140,3,83,95,79,87,57,3,57,62,45,57,40,0,26,33,34,30,17
2021,3,D,발달상권,1001103,코엑스,15904,8904,7000,59,3513,6185,4248,1596,303,25,1160,3361,2887,1246,225,34,2353,2824,1361,350,78
2021,3,A,골목상권,1000919,삼성로57길,3231,1896,1335,9,676,979,832,548,187,4,213,563,544,426,146,5,463,416,288,122,41
2021,3,A,골목상권,1000176,답십리로68길,287,158,129,0,31,65,60,81,50,0,14,32,36,40,36,0,17,33,24,41,14
2021,3,D,발달상권,1001052,뱅뱅사거리_2,12301,8384,3917,28,1846,3682,3450,2298,997,12,882,2414,2595,1653,828,16,964,1268,855,645,169
2021,3,R,전통시장,1001404,신정제일시장,38,21,17,0,8,9,10,7,4,0,3,5,6,4,3,0,5,4,4,3,1
2021,3,R,전통시장,1001365,공릉동도깨비시장,98,47,51,0,12,22,23,25,16,0,4,8,9,15,11,0,8,14,14,10,5
2021,3,R,전통시장,1001399,경창시장,53,23,30,0,2,5,12,16,18,0,1,1,5,9,7,0,1,4,7,7,11
2021,3,A,골목상권,1000171,답십리로23길,47,22,25,0,4,7,17,11,8,0,2,4,6,5,5,0,2,3,11,6,3
2021,3,D,발달상권,1001235,서울 종로구 안국역_1,8804,7324,1480,4,816,3152,2766,1683,383,4,540,2585,2359,1526,310,0,276,567,407,157,73
2021,3,R,전통시장,1001312,용두시장,4,2,2,0,0,0,1,2,1,0,0,0,0,1,1,0,0,0,1,1,0
2021,3,R,전통시장,1001269,동문시장,3,1,2,0,0,2,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0
2021,3,A,골목상권,1000382,상계로12길,144,90,54,0,18,20,31,48,27,0,10,12,15,31,22,0,8,8,16,17,5
2021,3,D,발달상권,1001055,서울 서초구 서초역,1858,988,870,4,248,518,513,399,176,4,115,275,264,180,150,0,133,243,249,219,26
2021,3,A,골목상권,1000030,다산로33길,320,201,119,0,68,80,79,57,36,0,35,56,53,30,27,0,33,24,26,27,9
2021,3,D,발달상권,1001185,서울 서대문구 신촌역,924,404,520,6,192,225,217,183,101,4,71,88,100,86,55,2,121,137,117,97,46
2021,3,D,발달상권,1001144,국회의사당역_2,19439,11619,7820,54,4443,6681,4812,2304,1145,21,2014,3953,3277,1552,802,33,2429,2728,1535,752,343
2021,3,A,골목상권,1000714,신길로17길,676,289,387,0,68,156,269,145,38,0,40,67,78,68,36,0,28,89,191,77,2
2021,3,R,전통시장,1001271,동묘시장,474,223,251,5,158,102,93,73,43,5,44,36,58,44,36,0,114,66,35,29,7
2021,3,D,발달상권,1001231,서울 동대문구 신설동역_2,5440,2247,3193,4,641,1009,1217,1538,1031,1,213,526,677,473,357,3,428,483,540,1065,674
2021,3,A,골목상권,1000400,연서로13길,218,135,83,2,46,49,28,49,44,0,32,26,15,30,32,2,14,23,13,19,12
2021,3,A,골목상권,1000510,곰달래로3길,313,213,100,3,40,72,82,77,39,2,29,55,55,46,26,1,11,17,27,31,13
2021,3,A,골목상권,1000432,통일로78길,172,60,112,0,20,38,50,40,24,0,4,12,17,15,12,0,16,26,33,25,12
2021,3,A,골목상권,1000403,연서로21길,684,486,198,0,35,128,167,156,198,0,15,98,107,106,160,0,20,30,60,50,38
2021,3,A,골목상권,1000517,남부순환로88길,328,124,204,2,33,45,72,109,67,0,8,27,30,34,25,2,25,18,42,75,42
2021,3,A,골목상권,1000417,응암로12길,67,32,35,0,13,17,17,16,4,0,3,7,8,10,4,0,10,10,9,6,0
2021,3,R,전통시장,1001374,대림골목시장,237,46,191,0,24,52,59,69,33,0,1,10,8,16,11,0,23,42,51,53,22
2021,3,D,발달상권,1001141,압구정 로데오거리_2,7107,2323,4784,30,2589,2387,1207,556,338,8,550,816,479,272,198,22,2039,1571,728,284,140
2021,3,A,골목상권,1000409,연서로3길,119,51,68,1,9,27,36,29,17,0,2,12,14,15,8,1,7,15,22,14,9
2021,3,A,골목상권,1000216,한천로40길,90,57,33,0,9,9,17,37,18,0,4,6,9,24,14,0,5,3,8,13,4
2021,3,D,발달상권,1001174,등촌역,64,37,27,0,5,11,6,12,30,0,1,6,5,5,20,0,4,5,1,7,10
2021,3,A,골목상권,1000524,목동중앙로13나길,346,248,98,0,40,53,73,94,86,0,23,41,57,80,47,0,17,12,16,14,39
2021,3,A,골목상권,1000639,남부순환로97길,101,48,53,0,4,14,29,38,16,0,1,5,11,18,13,0,3,9,18,20,3
2021,3,A,골목상권,1000002,난계로27길,201,114,87,1,18,42,61,40,39,0,6,24,33,24,27,1,12,18,28,16,12
2021,3,R,전통시장,1001402,신월6동골목시장,141,103,38,1,17,36,39,32,16,0,10,27,33,18,15,1,7,9,6,14,1
2021,3,A,골목상권,1000886,강남대로118길,218,91,127,0,19,47,65,43,44,0,1,15,37,16,22,0,18,32,28,27,22
2021,3,A,골목상권,1000875,신반포로45길,1192,625,567,5,182,294,295,217,199,5,62,146,179,116,117,0,120,148,116,101,82
2021,3,A,골목상권,1000532,신목로5길,645,416,229,2,82,160,183,145,73,0,45,108,131,83,49,2,37,52,52,62,24
2021,3,A,골목상권,1000568,개화동로25길,351,201,150,0,71,149,58,41,32,0,29,86,45,22,19,0,42,63,13,19,13
2021,3,D,발달상권,1001038,구로디지탈1단지,43655,28446,15209,166,9236,14856,11064,5205,3128,106,4581,9785,7775,3647,2552,60,4655,5071,3289,1558,576
2021,3,A,골목상권,1000589,방화대로21길,390,243,147,6,46,78,105,96,59,0,17,50,73,64,39,6,29,28,32,32,20
2021,3,A,골목상권,1000592,양천로24가길,207,113,94,2,21,35,62,49,38,2,8,16,35,25,27,0,13,19,27,24,11
2021,3,A,골목상권,1000174,답십리로63길,1747,1051,696,39,1368,283,39,14,4,23,781,204,32,7,4,16,587,79,7,7,0
2021,3,R,전통시장,1001410,대원종합시장,9,7,2,0,0,1,0,3,5,0,0,1,0,2,4,0,0,0,0,1,1
2021,3,R,전통시장,1001412,화곡본동시장,36,16,20,0,3,5,10,13,5,0,1,3,5,6,1,0,2,2,5,7,4
2021,3,A,골목상권,1000607,화곡로59길,316,232,84,0,7,25,59,116,109,0,3,18,30,84,97,0,4,7,29,32,12
2021,3,A,골목상권,1000636,구로중앙로42길,403,284,119,3,75,112,94,78,41,3,40,75,73,58,35,0,35,37,21,20,6
2021,3,A,골목상권,1000595,양천로49길,342,232,110,0,52,71,97,88,34,0,23,53,65,67,24,0,29,18,32,21,10
2021,3,A,골목상권,1000594,양천로26길,479,377,102,0,59,114,112,108,86,0,45,83,83,87,79,0,14,31,29,21,7
2021,3,A,골목상권,1000575,공항대로42길,514,323,191,0,99,151,117,89,58,0,31,91,84,71,46,0,68,60,33,18,12
2021,3,A,골목상권,1000629,구로동로41길,119,79,40,0,15,18,42,33,11,0,12,9,29,20,9,0,3,9,13,13,2
2021,3,A,골목상권,1000645,부일로11길,281,115,166,4,38,51,67,59,62,2,14,27,29,25,18,2,24,24,38,34,44
2021,3,D,발달상권,1001021,가산디지털단지역_1,18317,12138,6179,70,3341,5565,4396,2876,2069,36,1695,3791,3237,1957,1422,34,1646,1774,1159,919,647
2021,3,A,골목상권,1000630,구로동로42길,131,75,56,0,8,21,36,39,27,0,4,15,17,18,21,0,4,6,19,21,6
2021,3,R,전통시장,1001423,독산동 우시장,611,476,135,2,31,74,126,196,182,0,16,55,97,145,163,2,15,19,29,51,19
